variable,mu_c,CI_c_lower,CI_c_upper
16623,5592.461236109069,5411.492389107567,5773.430083110572
16624,5592.461236109069,5411.492389107567,5773.430083110572
16625,5592.461236109069,5411.492389107567,5773.430083110572
16626,5592.461236109069,5411.492389107567,5773.430083110572
16627,5592.461236109069,5411.492389107567,5773.430083110572
16628,5592.461236109069,5411.492389107567,5773.430083110572
16629,5592.461236109069,5411.492389107567,5773.430083110572
16630,5592.461236109069,5411.492389107567,5773.430083110572
16631,5592.461236109069,5411.492389107567,5773.430083110572
16632,5592.461236109069,5411.492389107567,5773.430083110572
16633,5592.461236109069,5411.492389107567,5773.430083110572
16634,5592.461236109069,5411.492389107567,5773.430083110572
16635,5589.632808984323,5409.45710647033,5769.808511498316
16636,5589.632808984323,5409.45710647033,5769.808511498316
16637,5589.632808984323,5409.45710647033,5769.808511498316
16638,5589.002292282287,5408.980604260306,5769.023980304269
16639,5589.002292282287,5408.980604260306,5769.023980304269
16640,5589.002292282287,5408.980604260306,5769.023980304269
16641,5589.002292282287,5408.980604260306,5769.023980304269
16642,5589.002292282287,5408.980604260306,5769.023980304269
16643,5589.002292282287,5408.980604260306,5769.023980304269
16644,5589.002292282287,5408.980604260306,5769.023980304269
16645,5589.002292282287,5408.980604260306,5769.023980304269
16646,5589.002292282287,5408.980604260306,5769.023980304269
16647,5589.002292282287,5408.980604260306,5769.023980304269
16648,5589.002292282287,5408.980604260306,5769.023980304269
16649,5589.002292282287,5408.980604260306,5769.023980304269
16650,5589.002292282287,5408.980604260306,5769.023980304269
16651,5589.002292282287,5408.980604260306,5769.023980304269
16652,5589.002292282287,5408.980604260306,5769.023980304269
16653,5589.002292282287,5408.980604260306,5769.023980304269
16654,5589.002292282287,5408.980604260306,5769.023980304269
16655,5589.002292282287,5408.980604260306,5769.023980304269
16656,5589.002292282287,5408.980604260306,5769.023980304269
16657,5589.002292282287,5408.980604260306,5769.023980304269
16658,5589.002292282287,5408.980604260306,5769.023980304269
16659,5589.002292282287,5408.980604260306,5769.023980304269
16660,5589.002292282287,5408.980604260306,5769.023980304269
16661,5589.002292282287,5408.980604260306,5769.023980304269
16662,5589.002292282287,5408.980604260306,5769.023980304269
16663,5589.002292282287,5408.980604260306,5769.023980304269
16664,5588.016268133151,5408.032374372076,5768.000161894226
16665,5588.016268133151,5408.032374372076,5768.000161894226
16666,5588.016268133151,5408.032374372076,5768.000161894226
16667,5588.016268133151,5408.032374372076,5768.000161894226
16668,5588.016268133151,5408.032374372076,5768.000161894226
16669,5588.016268133151,5408.032374372076,5768.000161894226
16670,5588.016268133151,5408.032374372076,5768.000161894226
16671,5588.016268133151,5408.032374372076,5768.000161894226
16672,5588.016268133151,5408.032374372076,5768.000161894226
16673,5588.016268133151,5408.032374372076,5768.000161894226
16674,5588.016268133151,5408.032374372076,5768.000161894226
16675,5588.016268133151,5408.032374372076,5768.000161894226
16676,5588.016268133151,5408.032374372076,5768.000161894226
16677,5588.016268133151,5408.032374372076,5768.000161894226
16678,5588.016268133151,5408.032374372076,5768.000161894226
16679,5588.016268133151,5408.032374372076,5768.000161894226
16680,5588.016268133151,5408.032374372076,5768.000161894226
16681,5588.016268133151,5408.032374372076,5768.000161894226
16682,5588.016268133151,5408.032374372076,5768.000161894226
16683,5588.016268133151,5408.032374372076,5768.000161894226
16684,5588.016268133151,5408.032374372076,5768.000161894226
16685,5588.016268133151,5408.032374372076,5768.000161894226
16686,5588.016268133151,5408.032374372076,5768.000161894226
16687,5588.016268133151,5408.032374372076,5768.000161894226
16688,5588.016268133151,5408.032374372076,5768.000161894226
16689,5588.016268133151,5408.032374372076,5768.000161894226
16690,5588.016268133151,5408.032374372076,5768.000161894226
16691,5588.016268133151,5408.032374372076,5768.000161894226
16692,5588.016268133151,5408.032374372076,5768.000161894226
16693,5588.016268133151,5408.032374372076,5768.000161894226
16694,5588.016268133151,5408.032374372076,5768.000161894226
16695,5588.016268133151,5408.032374372076,5768.000161894226
16696,5588.016268133151,5408.032374372076,5768.000161894226
16697,5588.016268133151,5408.032374372076,5768.000161894226
16698,5588.016268133151,5408.032374372076,5768.000161894226
16699,5588.016268133151,5408.032374372076,5768.000161894226
16700,5588.016268133151,5408.032374372076,5768.000161894226
16701,5587.381171138656,5407.103740464642,5767.658601812668
16702,5587.381171138656,5407.103740464642,5767.658601812668
16703,5586.552744013909,5407.460314369364,5765.645173658455
16704,5586.552744013909,5407.460314369364,5765.645173658455
16705,5586.552744013909,5407.460314369364,5765.645173658455
16706,5586.552744013909,5407.460314369364,5765.645173658455
16707,5586.552744013909,5407.460314369364,5765.645173658455
16708,5586.552744013909,5407.460314369364,5765.645173658455
16709,5586.552744013909,5407.460314369364,5765.645173658455
16710,5586.552744013909,5407.460314369364,5765.645173658455
16711,5586.552744013909,5407.460314369364,5765.645173658455
16712,5586.552744013909,5407.460314369364,5765.645173658455
16713,5586.552744013909,5407.460314369364,5765.645173658455
16714,5586.552744013909,5407.460314369364,5765.645173658455
16715,5586.552744013909,5407.460314369364,5765.645173658455
16716,5585.967645707027,5406.345664753689,5765.589626660366
16717,5585.967645707027,5406.345664753689,5765.589626660366
16718,5585.967645707027,5406.345664753689,5765.589626660366
16719,5585.967645707027,5406.345664753689,5765.589626660366
16720,5585.967645707027,5406.345664753689,5765.589626660366
16721,5585.967645707027,5406.345664753689,5765.589626660366
16722,5585.967645707027,5406.345664753689,5765.589626660366
16723,5585.967645707027,5406.345664753689,5765.589626660366
16724,5585.967645707027,5406.345664753689,5765.589626660366
16725,5585.967645707027,5406.345664753689,5765.589626660366
16726,5585.967645707027,5406.345664753689,5765.589626660366
16727,5585.967645707027,5406.345664753689,5765.589626660366
16728,5585.967645707027,5406.345664753689,5765.589626660366
16729,5585.967645707027,5406.345664753689,5765.589626660366
16730,5585.967645707027,5406.345664753689,5765.589626660366
16731,5585.967645707027,5406.345664753689,5765.589626660366
16732,5585.967645707027,5406.345664753689,5765.589626660366
16733,5585.967645707027,5406.345664753689,5765.589626660366
16734,5585.967645707027,5406.345664753689,5765.589626660366
16735,5585.967645707027,5406.345664753689,5765.589626660366
16736,5585.967645707027,5406.345664753689,5765.589626660366
16737,5585.967645707027,5406.345664753689,5765.589626660366
16738,5585.967645707027,5406.345664753689,5765.589626660366
16739,5585.967645707027,5406.345664753689,5765.589626660366
16740,5585.967645707027,5406.345664753689,5765.589626660366
16741,5585.967645707027,5406.345664753689,5765.589626660366
16742,5585.038928423461,5404.564626644289,5765.513230202632
16743,5585.038928423461,5404.564626644289,5765.513230202632
16744,5585.038928423461,5404.564626644289,5765.513230202632
16745,5585.038928423461,5404.564626644289,5765.513230202632
16746,5585.038928423461,5404.564626644289,5765.513230202632
16747,5585.038928423461,5404.564626644289,5765.513230202632
16748,5585.038928423461,5404.564626644289,5765.513230202632
16749,5585.038928423461,5404.564626644289,5765.513230202632
16750,5585.038928423461,5404.564626644289,5765.513230202632
16751,5585.038928423461,5404.564626644289,5765.513230202632
16752,5585.038928423461,5404.564626644289,5765.513230202632
16753,5585.038928423461,5404.564626644289,5765.513230202632
16754,5585.038928423461,5404.564626644289,5765.513230202632
16755,5585.038928423461,5404.564626644289,5765.513230202632
16756,5585.038928423461,5404.564626644289,5765.513230202632
16757,5585.038928423461,5404.564626644289,5765.513230202632
16758,5585.038928423461,5404.564626644289,5765.513230202632
16759,5585.038928423461,5404.564626644289,5765.513230202632
16760,5585.038928423461,5404.564626644289,5765.513230202632
16761,5585.038928423461,5404.564626644289,5765.513230202632
16762,5585.038928423461,5404.564626644289,5765.513230202632
16763,5585.038928423461,5404.564626644289,5765.513230202632
16764,5581.867355548207,5405.844379179708,5757.890331916707
16765,5581.867355548207,5405.844379179708,5757.890331916707
16766,5581.867355548207,5405.844379179708,5757.890331916707
16767,5581.867355548207,5405.844379179708,5757.890331916707
16768,5579.152997301107,5403.571771127817,5754.7342234743965
16769,5579.152997301107,5403.571771127817,5754.7342234743965
16770,5579.152997301107,5403.571771127817,5754.7342234743965
16771,5579.152997301107,5403.571771127817,5754.7342234743965
16772,5579.152997301107,5403.571771127817,5754.7342234743965
16773,5579.152997301107,5403.571771127817,5754.7342234743965
16774,5579.152997301107,5403.571771127817,5754.7342234743965
16775,5579.152997301107,5403.571771127817,5754.7342234743965
16776,5579.152997301107,5403.571771127817,5754.7342234743965
16777,5579.152997301107,5403.571771127817,5754.7342234743965
16778,5579.152997301107,5403.571771127817,5754.7342234743965
16779,5579.152997301107,5403.571771127817,5754.7342234743965
16780,5579.152997301107,5403.571771127817,5754.7342234743965
16781,5579.152997301107,5403.571771127817,5754.7342234743965
16782,5578.803966971725,5403.062533426824,5754.545400516627
16783,5578.803966971725,5403.062533426824,5754.545400516627
16784,5578.803966971725,5403.062533426824,5754.545400516627
16785,5578.803966971725,5403.062533426824,5754.545400516627
16786,5578.803966971725,5403.062533426824,5754.545400516627
16787,5578.803966971725,5403.062533426824,5754.545400516627
16788,5578.803966971725,5403.062533426824,5754.545400516627
16789,5578.803966971725,5403.062533426824,5754.545400516627
16790,5578.803966971725,5403.062533426824,5754.545400516627
16791,5577.641689311557,5402.041555946734,5753.241822676379
16792,5577.641689311557,5402.041555946734,5753.241822676379
16793,5577.641689311557,5402.041555946734,5753.241822676379
16794,5577.641689311557,5402.041555946734,5753.241822676379
16795,5577.641689311557,5402.041555946734,5753.241822676379
16796,5577.641689311557,5402.041555946734,5753.241822676379
16797,5576.683070576706,5400.126580717646,5753.239560435766
16798,5576.683070576706,5400.126580717646,5753.239560435766
16799,5576.683070576706,5400.126580717646,5753.239560435766
16800,5576.683070576706,5400.126580717646,5753.239560435766
16801,5576.683070576706,5400.126580717646,5753.239560435766
16802,5576.683070576706,5400.126580717646,5753.239560435766
16803,5576.683070576706,5400.126580717646,5753.239560435766
16804,5576.683070576706,5400.126580717646,5753.239560435766
16805,5576.683070576706,5400.126580717646,5753.239560435766
16806,5574.937405982258,5400.805850844766,5749.068961119748
16807,5574.937405982258,5400.805850844766,5749.068961119748
16808,5574.937405982258,5400.805850844766,5749.068961119748
16809,5574.937405982258,5400.805850844766,5749.068961119748
16810,5572.951381833121,5396.77476660222,5749.1279970640235
16811,5572.951381833121,5396.77476660222,5749.1279970640235
16812,5572.951381833121,5396.77476660222,5749.1279970640235
16813,5572.951381833121,5396.77476660222,5749.1279970640235
16814,5572.951381833121,5396.77476660222,5749.1279970640235
16815,5572.951381833121,5396.77476660222,5749.1279970640235
16816,5572.951381833121,5396.77476660222,5749.1279970640235
16817,5572.951381833121,5396.77476660222,5749.1279970640235
16818,5572.951381833121,5396.77476660222,5749.1279970640235
16819,5572.951381833121,5396.77476660222,5749.1279970640235
16820,5572.951381833121,5396.77476660222,5749.1279970640235
16821,5572.951381833121,5396.77476660222,5749.1279970640235
16822,5572.951381833121,5396.77476660222,5749.1279970640235
16823,5572.951381833121,5396.77476660222,5749.1279970640235
16824,5572.951381833121,5396.77476660222,5749.1279970640235
16825,5572.951381833121,5396.77476660222,5749.1279970640235
16826,5572.951381833121,5396.77476660222,5749.1279970640235
16827,5572.951381833121,5396.77476660222,5749.1279970640235
16828,5572.951381833121,5396.77476660222,5749.1279970640235
16829,5572.951381833121,5396.77476660222,5749.1279970640235
16830,5571.576340305299,5394.7707619851235,5748.381918625474
16831,5571.576340305299,5394.7707619851235,5748.381918625474
16832,5571.576340305299,5394.7707619851235,5748.381918625474
16833,5571.576340305299,5394.7707619851235,5748.381918625474
16834,5571.576340305299,5394.7707619851235,5748.381918625474
16835,5571.576340305299,5394.7707619851235,5748.381918625474
16836,5571.576340305299,5394.7707619851235,5748.381918625474
16837,5571.576340305299,5394.7707619851235,5748.381918625474
16838,5571.576340305299,5394.7707619851235,5748.381918625474
16839,5571.576340305299,5394.7707619851235,5748.381918625474
16840,5571.576340305299,5394.7707619851235,5748.381918625474
16841,5571.576340305299,5394.7707619851235,5748.381918625474
16842,5571.576340305299,5394.7707619851235,5748.381918625474
16843,5571.576340305299,5394.7707619851235,5748.381918625474
16844,5571.576340305299,5394.7707619851235,5748.381918625474
16845,5571.576340305299,5394.7707619851235,5748.381918625474
16846,5571.576340305299,5394.7707619851235,5748.381918625474
16847,5571.576340305299,5394.7707619851235,5748.381918625474
16848,5571.576340305299,5394.7707619851235,5748.381918625474
16849,5571.576340305299,5394.7707619851235,5748.381918625474
16850,5571.576340305299,5394.7707619851235,5748.381918625474
16851,5570.610921507381,5395.121877889305,5746.099965125457
16852,5569.178315250204,5393.854504424944,5744.502126075462
16853,5569.178315250204,5393.854504424944,5744.502126075462
16854,5569.178315250204,5393.854504424944,5744.502126075462
16855,5569.178315250204,5393.854504424944,5744.502126075462
16856,5569.178315250204,5393.854504424944,5744.502126075462
16857,5568.527345579586,5393.3982381627775,5743.6564529963925
16858,5568.527345579586,5393.3982381627775,5743.6564529963925
16859,5568.527345579586,5393.3982381627775,5743.6564529963925
16860,5568.527345579586,5393.3982381627775,5743.6564529963925
16861,5568.527345579586,5393.3982381627775,5743.6564529963925
16862,5568.527345579586,5393.3982381627775,5743.6564529963925
16863,5568.527345579586,5393.3982381627775,5743.6564529963925
16864,5568.527345579586,5393.3982381627775,5743.6564529963925
16865,5568.527345579586,5393.3982381627775,5743.6564529963925
16866,5568.527345579586,5393.3982381627775,5743.6564529963925
16867,5568.527345579586,5393.3982381627775,5743.6564529963925
16868,5568.527345579586,5393.3982381627775,5743.6564529963925
16869,5568.527345579586,5393.3982381627775,5743.6564529963925
16870,5567.970990786658,5392.579147415905,5743.362834157411
16871,5567.970990786658,5392.579147415905,5743.362834157411
16872,5567.970990786658,5392.579147415905,5743.362834157411
16873,5567.970990786658,5392.579147415905,5743.362834157411
16874,5567.970990786658,5392.579147415905,5743.362834157411
16875,5567.970990786658,5392.579147415905,5743.362834157411
16876,5566.494976577677,5389.757689292197,5743.232263863158
16877,5566.494976577677,5389.757689292197,5743.232263863158
16878,5566.494976577677,5389.757689292197,5743.232263863158
16879,5566.494976577677,5389.757689292197,5743.232263863158
16880,5566.494976577677,5389.757689292197,5743.232263863158
16881,5566.494976577677,5389.757689292197,5743.232263863158
16882,5566.494976577677,5389.757689292197,5743.232263863158
16883,5566.494976577677,5389.757689292197,5743.232263863158
16884,5566.494976577677,5389.757689292197,5743.232263863158
16885,5566.494976577677,5389.757689292197,5743.232263863158
16886,5566.494976577677,5389.757689292197,5743.232263863158
16887,5566.494976577677,5389.757689292197,5743.232263863158
16888,5566.494976577677,5389.757689292197,5743.232263863158
16889,5566.494976577677,5389.757689292197,5743.232263863158
16890,5566.494976577677,5389.757689292197,5743.232263863158
16891,5566.494976577677,5389.757689292197,5743.232263863158
16892,5566.494976577677,5389.757689292197,5743.232263863158
16893,5566.494976577677,5389.757689292197,5743.232263863158
16894,5566.494976577677,5389.757689292197,5743.232263863158
16895,5561.359904194897,5384.886885570829,5737.832922818964
16896,5561.359904194897,5384.886885570829,5737.832922818964
16897,5561.359904194897,5384.886885570829,5737.832922818964
16898,5561.359904194897,5384.886885570829,5737.832922818964
16899,5561.359904194897,5384.886885570829,5737.832922818964
16900,5561.359904194897,5384.886885570829,5737.832922818964
16901,5561.359904194897,5384.886885570829,5737.832922818964
16902,5561.359904194897,5384.886885570829,5737.832922818964
16903,5561.32696641117,5384.853791446987,5737.800141375354
16904,5561.32696641117,5384.853791446987,5737.800141375354
16905,5561.32696641117,5384.853791446987,5737.800141375354
16906,5561.32696641117,5384.853791446987,5737.800141375354
16907,5559.480271858372,5383.547511986679,5735.413031730066
16908,5559.480271858372,5383.547511986679,5735.413031730066
16909,5559.480271858372,5383.547511986679,5735.413031730066
16910,5559.480271858372,5383.547511986679,5735.413031730066
16911,5559.480271858372,5383.547511986679,5735.413031730066
16912,5559.480271858372,5383.547511986679,5735.413031730066
16913,5559.480271858372,5383.547511986679,5735.413031730066
16914,5559.480271858372,5383.547511986679,5735.413031730066
16915,5559.480271858372,5383.547511986679,5735.413031730066
16916,5559.480271858372,5383.547511986679,5735.413031730066
16917,5559.480271858372,5383.547511986679,5735.413031730066
16918,5559.480271858372,5383.547511986679,5735.413031730066
16919,5559.480271858372,5383.547511986679,5735.413031730066
16920,5559.480271858372,5383.547511986679,5735.413031730066
16921,5559.480271858372,5383.547511986679,5735.413031730066
16922,5559.480271858372,5383.547511986679,5735.413031730066
16923,5559.480271858372,5383.547511986679,5735.413031730066
16924,5559.4046047665815,5383.395766234769,5735.413443298394
16925,5559.4046047665815,5383.395766234769,5735.413443298394
16926,5559.4046047665815,5383.395766234769,5735.413443298394
16927,5559.4046047665815,5383.395766234769,5735.413443298394
16928,5559.4046047665815,5383.395766234769,5735.413443298394
16929,5559.4046047665815,5383.395766234769,5735.413443298394
16930,5559.4046047665815,5383.395766234769,5735.413443298394
16931,5559.4046047665815,5383.395766234769,5735.413443298394
16932,5559.4046047665815,5383.395766234769,5735.413443298394
16933,5559.4046047665815,5383.395766234769,5735.413443298394
16934,5559.4046047665815,5383.395766234769,5735.413443298394
16935,5559.4046047665815,5383.395766234769,5735.413443298394
16936,5559.4046047665815,5383.395766234769,5735.413443298394
16937,5559.4046047665815,5383.395766234769,5735.413443298394
16938,5559.4046047665815,5383.395766234769,5735.413443298394
16939,5559.4046047665815,5383.395766234769,5735.413443298394
16940,5559.4046047665815,5383.395766234769,5735.413443298394
16941,5552.954655518118,5385.668026287455,5720.2412847487785
16942,5552.954655518118,5385.668026287455,5720.2412847487785
16943,5552.954655518118,5385.668026287455,5720.2412847487785
16944,5549.295088375612,5384.182295275687,5714.407881475536
16945,5549.295088375612,5384.182295275687,5714.407881475536
16946,5549.295088375612,5384.182295275687,5714.407881475536
16947,5549.295088375612,5384.182295275687,5714.407881475536
16948,5549.295088375612,5384.182295275687,5714.407881475536
16949,5549.295088375612,5384.182295275687,5714.407881475536
16950,5549.295088375612,5384.182295275687,5714.407881475536
16951,5548.915851620405,5383.924554993839,5713.907148246972
16952,5548.915851620405,5383.924554993839,5713.907148246972
16953,5548.915851620405,5383.924554993839,5713.907148246972
16954,5548.915851620405,5383.924554993839,5713.907148246972
16955,5548.915851620405,5383.924554993839,5713.907148246972
16956,5547.310300344941,5382.7971607039,5711.823439985981
16957,5545.310300344941,5381.083134381604,5709.537466308277
16958,5545.310300344941,5381.083134381604,5709.537466308277
16959,5545.310300344941,5381.083134381604,5709.537466308277
16960,5545.200107110777,5380.985992008462,5709.41422221309
16961,5545.200107110777,5380.985992008462,5709.41422221309
16962,5545.200107110777,5380.985992008462,5709.41422221309
16963,5545.200107110777,5380.985992008462,5709.41422221309
16964,5545.200107110777,5380.985992008462,5709.41422221309
16965,5545.200107110777,5380.985992008462,5709.41422221309
16966,5545.200107110777,5380.985992008462,5709.41422221309
16967,5545.200107110777,5380.985992008462,5709.41422221309
16968,5545.200107110777,5380.985992008462,5709.41422221309
16969,5545.200107110777,5380.985992008462,5709.41422221309
16970,5545.200107110777,5380.985992008462,5709.41422221309
16971,5545.200107110777,5380.985992008462,5709.41422221309
16972,5545.200107110777,5380.985992008462,5709.41422221309
16973,5545.200107110777,5380.985992008462,5709.41422221309
16974,5545.200107110777,5380.985992008462,5709.41422221309
16975,5545.200107110777,5380.985992008462,5709.41422221309
16976,5545.200107110777,5380.985992008462,5709.41422221309
16977,5545.200107110777,5380.985992008462,5709.41422221309
16978,5545.200107110777,5380.985992008462,5709.41422221309
16979,5545.200107110777,5380.985992008462,5709.41422221309
16980,5545.200107110777,5380.985992008462,5709.41422221309
16981,5545.200107110777,5380.985992008462,5709.41422221309
16982,5544.56635946439,5380.378226827694,5708.754492101087
16983,5544.56635946439,5380.378226827694,5708.754492101087
16984,5544.56635946439,5380.378226827694,5708.754492101087
16985,5544.56635946439,5380.378226827694,5708.754492101087
16986,5544.56635946439,5380.378226827694,5708.754492101087
16987,5544.56635946439,5380.378226827694,5708.754492101087
16988,5544.56635946439,5380.378226827694,5708.754492101087
16989,5544.56635946439,5380.378226827694,5708.754492101087
16990,5544.56635946439,5380.378226827694,5708.754492101087
16991,5544.56635946439,5380.378226827694,5708.754492101087
16992,5544.56635946439,5380.378226827694,5708.754492101087
16993,5544.56635946439,5380.378226827694,5708.754492101087
16994,5543.452836683129,5379.287601004698,5707.61807236156
16995,5543.452836683129,5379.287601004698,5707.61807236156
16996,5543.452836683129,5379.287601004698,5707.61807236156
16997,5543.452836683129,5379.287601004698,5707.61807236156
16998,5543.452836683129,5379.287601004698,5707.61807236156
16999,5543.452836683129,5379.287601004698,5707.61807236156
17000,5543.232022409854,5379.067880285273,5707.396164534435
17001,5543.232022409854,5379.067880285273,5707.396164534435
17002,5543.232022409854,5379.067880285273,5707.396164534435
17003,5543.232022409854,5379.067880285273,5707.396164534435
17004,5543.232022409854,5379.067880285273,5707.396164534435
17005,5543.232022409854,5379.067880285273,5707.396164534435
17006,5543.232022409854,5379.067880285273,5707.396164534435
17007,5543.232022409854,5379.067880285273,5707.396164534435
17008,5543.232022409854,5379.067880285273,5707.396164534435
17009,5543.232022409854,5379.067880285273,5707.396164534435
17010,5543.232022409854,5379.067880285273,5707.396164534435
17011,5543.232022409854,5379.067880285273,5707.396164534435
17012,5542.1089167842365,5378.581339147817,5705.636494420656
17013,5542.1089167842365,5378.581339147817,5705.636494420656
17014,5542.1089167842365,5378.581339147817,5705.636494420656
17015,5542.1089167842365,5378.581339147817,5705.636494420656
17016,5542.1089167842365,5378.581339147817,5705.636494420656
17017,5542.1089167842365,5378.581339147817,5705.636494420656
17018,5542.1089167842365,5378.581339147817,5705.636494420656
17019,5542.1089167842365,5378.581339147817,5705.636494420656
17020,5542.1089167842365,5378.581339147817,5705.636494420656
17021,5542.1089167842365,5378.581339147817,5705.636494420656
17022,5542.1089167842365,5378.581339147817,5705.636494420656
17023,5542.1089167842365,5378.581339147817,5705.636494420656
17024,5542.1089167842365,5378.581339147817,5705.636494420656
17025,5540.169791404803,5379.295723533232,5701.043859276371
17026,5539.528607344648,5378.657878782764,5700.399335906532
17027,5539.528607344648,5378.657878782764,5700.399335906532
17028,5539.528607344648,5378.657878782764,5700.399335906532
17029,5539.528607344648,5378.657878782764,5700.399335906532
17030,5539.528607344648,5378.657878782764,5700.399335906532
17031,5539.528607344648,5378.657878782764,5700.399335906532
17032,5539.528607344648,5378.657878782764,5700.399335906532
17033,5539.528607344648,5378.657878782764,5700.399335906532
17034,5539.528607344648,5378.657878782764,5700.399335906532
17035,5539.528607344648,5378.657878782764,5700.399335906532
17036,5539.528607344648,5378.657878782764,5700.399335906532
17037,5539.528607344648,5378.657878782764,5700.399335906532
17038,5539.528607344648,5378.657878782764,5700.399335906532
17039,5539.528607344648,5378.657878782764,5700.399335906532
17040,5539.528607344648,5378.657878782764,5700.399335906532
17041,5539.528607344648,5378.657878782764,5700.399335906532
17042,5539.528607344648,5378.657878782764,5700.399335906532
17043,5538.313693582778,5377.42236997441,5699.205017191146
17044,5538.313693582778,5377.42236997441,5699.205017191146
17045,5538.313693582778,5377.42236997441,5699.205017191146
17046,5538.313693582778,5377.42236997441,5699.205017191146
17047,5538.313693582778,5377.42236997441,5699.205017191146
17048,5538.313693582778,5377.42236997441,5699.205017191146
17049,5538.313693582778,5377.42236997441,5699.205017191146
17050,5538.313693582778,5377.42236997441,5699.205017191146
17051,5538.313693582778,5377.42236997441,5699.205017191146
17052,5538.313693582778,5377.42236997441,5699.205017191146
17053,5538.313693582778,5377.42236997441,5699.205017191146
17054,5534.2070066261085,5376.060660500889,5692.353352751328
17055,5534.2070066261085,5376.060660500889,5692.353352751328
17056,5534.2070066261085,5376.060660500889,5692.353352751328
17057,5531.24603568599,5377.015745764278,5685.476325607704
17058,5531.24603568599,5377.015745764278,5685.476325607704
17059,5531.24603568599,5377.015745764278,5685.476325607704
17060,5531.24603568599,5377.015745764278,5685.476325607704
17061,5531.24603568599,5377.015745764278,5685.476325607704
17062,5531.24603568599,5377.015745764278,5685.476325607704
17063,5531.24603568599,5377.015745764278,5685.476325607704
17064,5531.24603568599,5377.015745764278,5685.476325607704
17065,5531.24603568599,5377.015745764278,5685.476325607704
17066,5531.24603568599,5377.015745764278,5685.476325607704
17067,5531.24603568599,5377.015745764278,5685.476325607704
17068,5531.24603568599,5377.015745764278,5685.476325607704
17069,5531.24603568599,5377.015745764278,5685.476325607704
17070,5531.24603568599,5377.015745764278,5685.476325607704
17071,5531.24603568599,5377.015745764278,5685.476325607704
17072,5531.24603568599,5377.015745764278,5685.476325607704
17073,5531.24603568599,5377.015745764278,5685.476325607704
17074,5531.24603568599,5377.015745764278,5685.476325607704
17075,5531.24603568599,5377.015745764278,5685.476325607704
17076,5531.24603568599,5377.015745764278,5685.476325607704
17077,5531.24603568599,5377.015745764278,5685.476325607704
17078,5531.24603568599,5377.015745764278,5685.476325607704
17079,5531.24603568599,5377.015745764278,5685.476325607704
17080,5531.24603568599,5377.015745764278,5685.476325607704
17081,5531.24603568599,5377.015745764278,5685.476325607704
17082,5531.24603568599,5377.015745764278,5685.476325607704
17083,5531.24603568599,5377.015745764278,5685.476325607704
17084,5531.24603568599,5377.015745764278,5685.476325607704
17085,5531.24603568599,5377.015745764278,5685.476325607704
17086,5531.24603568599,5377.015745764278,5685.476325607704
17087,5531.24603568599,5377.015745764278,5685.476325607704
17088,5531.24603568599,5377.015745764278,5685.476325607704
17089,5531.17224536866,5376.91142314064,5685.433067596679
17090,5530.809334780315,5376.675936121106,5684.942733439524
17091,5530.809334780315,5376.675936121106,5684.942733439524
17092,5530.809334780315,5376.675936121106,5684.942733439524
17093,5530.809334780315,5376.675936121106,5684.942733439524
17094,5530.809334780315,5376.675936121106,5684.942733439524
17095,5530.809334780315,5376.675936121106,5684.942733439524
17096,5530.809334780315,5376.675936121106,5684.942733439524
17097,5530.809334780315,5376.675936121106,5684.942733439524
17098,5530.809334780315,5376.675936121106,5684.942733439524
17099,5530.809334780315,5376.675936121106,5684.942733439524
17100,5530.631189195441,5376.730022809708,5684.532355581174
17101,5530.631189195441,5376.730022809708,5684.532355581174
17102,5530.631189195441,5376.730022809708,5684.532355581174
17103,5530.631189195441,5376.730022809708,5684.532355581174
17104,5530.631189195441,5376.730022809708,5684.532355581174
17105,5530.631189195441,5376.730022809708,5684.532355581174
17106,5530.631189195441,5376.730022809708,5684.532355581174
17107,5530.631189195441,5376.730022809708,5684.532355581174
17108,5530.631189195441,5376.730022809708,5684.532355581174
17109,5530.631189195441,5376.730022809708,5684.532355581174
17110,5530.631189195441,5376.730022809708,5684.532355581174
17111,5530.631189195441,5376.730022809708,5684.532355581174
17112,5530.631189195441,5376.730022809708,5684.532355581174
17113,5530.631189195441,5376.730022809708,5684.532355581174
17114,5530.631189195441,5376.730022809708,5684.532355581174
17115,5530.631189195441,5376.730022809708,5684.532355581174
17116,5528.333063408418,5375.167251265069,5681.498875551766
17117,5528.333063408418,5375.167251265069,5681.498875551766
17118,5528.333063408418,5375.167251265069,5681.498875551766
17119,5526.648321759436,5373.760590524983,5679.536052993889
17120,5526.648321759436,5373.760590524983,5679.536052993889
17121,5526.648321759436,5373.760590524983,5679.536052993889
17122,5526.648321759436,5373.760590524983,5679.536052993889
17123,5526.648321759436,5373.760590524983,5679.536052993889
17124,5526.648321759436,5373.760590524983,5679.536052993889
17125,5526.648321759436,5373.760590524983,5679.536052993889
17126,5526.648321759436,5373.760590524983,5679.536052993889
17127,5526.648321759436,5373.760590524983,5679.536052993889
17128,5526.44111612164,5373.542763257627,5679.339468985652
17129,5526.44111612164,5373.542763257627,5679.339468985652
17130,5526.44111612164,5373.542763257627,5679.339468985652
17131,5525.26494114396,5371.265879793074,5679.264002494845
17132,5525.26494114396,5371.265879793074,5679.264002494845
17133,5525.26494114396,5371.265879793074,5679.264002494845
17134,5525.26494114396,5371.265879793074,5679.264002494845
17135,5525.26494114396,5371.265879793074,5679.264002494845
